filename,label,program,sha256,runatload,comment
/System/Library/LaunchDaemons/com.apple.appleseed.fbahelperd.plist,com.apple.appleseed.fbahelperd,"['/System/Library/CoreServices/Applications/Feedback Assistant.app/Contents/Library/LaunchServices/fbahelperd']",bacb0de6d48a7ded43153e5cd9a1f526772c5b296bba8a56524a03da792a78cc,False,
/System/Library/LaunchDaemons/com.apple.applessdstatistics.plist,com.apple.applessdstatistics,"['/usr/libexec/applessdstatistics']",a78fdd395d3f65aa3983442b36d8576d0ac60c847814b51689659c3702c501b9,False,
/System/Library/LaunchDaemons/com.apple.apsd.plist,com.apple.apsd,"['/System/Library/PrivateFrameworks/ApplePushService.framework/apsd']",6e87998c7147683f37f100718d20f4acecc7a3fd4b51828fe9fa3a9c6918c4e0,True,
/System/Library/LaunchDaemons/com.apple.aslmanager.plist,com.apple.aslmanager,"['/usr/sbin/aslmanager']",0cc960b8e81af9c707b3eadde2cd58cd25f75eee9e9d13743564260b7aae93f8,False,
/System/Library/LaunchDaemons/com.apple.AssetCacheLocatorService.plist,com.apple.AssetCacheLocatorService,"['/System/Library/PrivateFrameworks/AssetCacheServices.framework/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService', '-d']",9fc8f8803aef72446b8e88d3451351e572d8e0f26f0fa8ede7632721c6b50b91,False,
/System/Library/LaunchDaemons/com.apple.atrun.plist,com.apple.atrun,"['/usr/libexec/atrun']",7e5e95eaa7f1b1b217cb2267ac61704def4d935b47221cff47f235e8b40212be,False,
/System/Library/LaunchDaemons/com.apple.audio.coreaudiod.plist,com.apple.audio.coreaudiod,"['/usr/sbin/coreaudiod']",98816f79011049b952ac5474c46b957c9deecc30e480567bca7ac280ef6c4556,False,
/System/Library/LaunchDaemons/com.apple.audio.systemsoundserverd.plist,com.apple.audio.systemsoundserverd,"['/usr/sbin/systemsoundserverd']",dccab8c15098c6344dadfb3b8b5db34459f2b07a9ff4493b1f019217ac63671f,False,
/System/Library/LaunchDaemons/com.apple.auditd.plist,com.apple.auditd,"['/usr/sbin/auditd']",ba1306ee0249524dbde802311fd8161e50c56e375cbd2f4ff394cb2fb022d1a7,False,
/System/Library/LaunchDaemons/com.apple.autofsd.plist,com.apple.autofsd,"['/usr/libexec/autofsd']",d6f95edbf0789c83d2b704b696062e565c2e9df28c90597c21bb1f459851c552,False,
/System/Library/LaunchDaemons/com.apple.automountd.plist,com.apple.automountd,"['/usr/libexec/automountd']",b34f4e1d646c3e88d5448175e70f8303f26b6dc99f7ffebee402d5d6ee49d82b,False,
/System/Library/LaunchDaemons/com.apple.avbdeviced.plist,com.apple.avbdeviced,"['/usr/sbin/avbdeviced']",434b32980a150b5a64ebfd82becb4df02547de46c4e8aae2a5787e2ca1eb5a39,False,
/System/Library/LaunchDaemons/com.apple.awacsd.plist,com.apple.awacsd,"['/usr/libexec/awacsd']",bae0f1f532e40daf2d5995b85e31588567566a3bdc8871b87cc24ce9bb856e72,False,
/System/Library/LaunchDaemons/com.apple.awdd.plist,com.apple.awdd,"['/System/Library/PrivateFrameworks/WirelessDiagnostics.framework/Support/awdd']",1a7b9d2d1c6ebec84820ad8dfbaf66d2d8ae1407962314d23d23427ce899bddf,False,
/System/Library/LaunchDaemons/com.apple.backupd-auto.plist,com.apple.backupd-auto,"['/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper', '-launchd']",463de5a4dd856de8cafb3a49581b473495d93f799247c56c613ed9628b707e3a,True,
/System/Library/LaunchDaemons/com.apple.backupd.plist,com.apple.backupd,"['/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd']",9e6ab70e56424b9bde5dd283233d8cb4db33a22a88ec95938f74b883f8b92ad0,False,
/System/Library/LaunchDaemons/com.apple.blued.plist,com.apple.blued,"['/usr/sbin/blued']",1f15f61cd44acc2ca1c595089cda9b066197129efe3b82bb4a7f3d517bec90fc,False,
/System/Library/LaunchDaemons/com.apple.bluetoothaudiod.plist,com.apple.bluetoothaudiod,"['/usr/sbin/bluetoothaudiod']",70574f069a56cbb42564e2fdacbbea02abdd624aa85be237a43dbcf7646970ea,False,
/System/Library/LaunchDaemons/com.apple.bluetoothReporter.plist,com.apple.bluetoothReporter,"['/System/Library/Frameworks/IOBluetooth.framework/Versions/A/Resources/BluetoothReporter', '--dumpPacketLog', '/private/var/log/bluetooth.pklg']",7cf5b2aa9e40a598cb51081a2e19447c5240cf3378f252f2371d1e6e1f7ab729,False,
/System/Library/LaunchDaemons/com.apple.bnepd.plist,com.apple.bnepd,"['/usr/sbin/bnepd']",b781c32b04e04444f677f99ba95d75da247512cf46701e49cc931d5e03459d5a,False,
/System/Library/LaunchDaemons/com.apple.bsd.dirhelper.plist,com.apple.bsd.dirhelper,"['/usr/libexec/dirhelper']",6cd5a61231f96039fa54d878675711bd175b0bd228b9ad8a5810e0bd29828ac3,True,
/System/Library/LaunchDaemons/com.apple.cache_delete.plist,com.apple.cache_delete,"['/System/Library/PrivateFrameworks/CacheDelete.framework/deleted']",d6bdf4bd8ad09611d88088c8c9d6dd760280eed839069b5d4d4bbac4ca002927,False,
/System/Library/LaunchDaemons/com.apple.cfprefsd.xpc.daemon.plist,com.apple.cfprefsd.xpc.daemon,"['/usr/sbin/cfprefsd', 'daemon']",a61315c2cf11733e6a511a0fdb0ffd239e402b0d00cc6a9e408a458d32e447c2,False,
/System/Library/LaunchDaemons/com.apple.cloudfamilyrestrictionsd-mac.plist,com.apple.cloudfamilyrestrictionsd,"['/System/Library/PrivateFrameworks/CloudFamilyRestrictions.framework/cloudfamilyrestrictionsd']",591cd2e0c50ab5dd84d2225eb80928c9717c523a0f2c98289b72639bec31a5ea,False,
/System/Library/LaunchDaemons/com.apple.cmio.AppleCameraAssistant.plist,com.apple.cmio.AppleCameraAssistant,"['/Library/CoreMediaIO/Plug-Ins/DAL/AppleCamera.plugin/Contents/Resources/AppleCameraAssistant']",c53c282b68f2a974da4ce2ea8524333733861618d7106f22b89edcbf859ace21,False,
/System/Library/LaunchDaemons/com.apple.cmio.AVCAssistant.plist,com.apple.cmio.AVCAssistant,"['/System/Library/Frameworks/CoreMediaIO.framework/Resources/AVC.plugin/Contents/Resources/AVCAssistant']",e43851b70cd29c6c9486ab187898c9fe15084ecd600d71af36cf816785759e7a,False,
/System/Library/LaunchDaemons/com.apple.cmio.IIDCVideoAssistant.plist,com.apple.cmio.IIDCVideoAssistant,"['/System/Library/Frameworks/CoreMediaIO.framework/Resources/IIDC.plugin/Contents/Resources/IIDCVideoAssistant']",64fc8d3d53ac72e7b9b8a09dfdfe00b42869319a73bb52d5533454e3a54bd2b9,False,
/System/Library/LaunchDaemons/com.apple.cmio.iOSScreenCaptureAssistant.plist,com.apple.cmio.iOSScreenCaptureAssistant,"['/Library/CoreMediaIO/Plug-Ins/DAL/iOSScreenCapture.plugin/Contents/Resources/iOSScreenCaptureAssistant']",f41e9b740b9f6bc51126db22645415106af892e1a72077f31eec2ba8bf55cc0d,False,
/System/Library/LaunchDaemons/com.apple.cmio.VDCAssistant.plist,com.apple.cmio.VDCAssistant,"['/System/Library/Frameworks/CoreMediaIO.framework/Resources/VDC.plugin/Contents/Resources/VDCAssistant']",71753e97cfb4215f45e1bd744b9de737516f763f34e41d34d02b3d1157f687a5,False,
/System/Library/LaunchDaemons/com.apple.colorsyncd.plist,com.apple.colorsyncd,"['/usr/libexec/colorsyncd']",0cdbec11c6840f05f458fec60b62f0e41daf94ce7b8db32795b8e253c6c8b463,False,
/System/Library/LaunchDaemons/com.apple.CommCenterRootHelper.plist,com.apple.CommCenterRootHelper,"['/System/Library/Frameworks/CoreTelephony.framework/Support/CommCenterRootHelper']",7fb5a0fae07635e91d7ab57c8ac002f80faa35fce52591c0ba89328973d631fd,False,
/System/Library/LaunchDaemons/com.apple.comsat.plist,com.apple.comsat,"['/usr/libexec/comsat']",2fadf4f2c86ce2e5c2e101e501bc08aac2ae6b1e646ec6f4f8323f5204b0126d,False,
/System/Library/LaunchDaemons/com.apple.configd.plist,com.apple.configd,"['/usr/libexec/configd']",65f14d0d63c194f12589dd192fbf6710acaf6fab54afc585a292bf2be66a3258,False,
/System/Library/LaunchDaemons/com.apple.configureLocalKDC.plist,com.apple.configureLocalKDC,"['/usr/libexec/configureLocalKDC']",f6afc2f328af2217addc06c515158cb41af43099e1bbe0f200429e5bba46385d,False,
/System/Library/LaunchDaemons/com.apple.corecaptured.plist,com.apple.corecaptured,"['/usr/libexec/corecaptured']",dfc0b7dc5e73be4877181e784276952b5b9df428cb1d3ef6da6a8d272226debc,False,
/System/Library/LaunchDaemons/com.apple.coreduetd.osx.plist,com.apple.coreduetd,"['/usr/libexec/coreduetd']",9c09263200a3c46d6a7286b25fac0bf98af33ea28da48956041007bb591a887f,True,
/System/Library/LaunchDaemons/com.apple.CoreRAID.plist,com.apple.CoreRAID,"['/System/Library/PrivateFrameworks/CoreRAID.framework/Resources/CoreRAIDServer']",bd664036790b56c5935292eb90e4f02a4d4f11e9db43e084674f9e05159688d2,True,
/System/Library/LaunchDaemons/com.apple.coreservices.appleevents.plist,com.apple.coreservices.appleevents,"['/System/Library/CoreServices/appleeventsd', '--server']",515a0dda7baaf7b33738bb9296fe39816674c5945fdcbc2657d8024e9598d13b,True,
/System/Library/LaunchDaemons/com.apple.coreservices.appleid.passwordcheck.plist,com.apple.coreservices.appleid.passwordcheck,"['/System/Library/CoreServices/AppleIDAuthAgent', '--checkpassword']",6dc9534c6040b6a73a0e0291bd1061e87353163866cbf100df04c94fd5f60f09,False,
/System/Library/LaunchDaemons/com.apple.coreservices.launchservicesd.plist,com.apple.coreservices.launchservicesd,"['/System/Library/CoreServices/launchservicesd']",02e165a00bf1aa54d36f86f7694056a124f2923a6f951de50ccbb2354e33245f,True,
/System/Library/LaunchDaemons/com.apple.coreservices.sharedfilelistd.plist,com.apple.coreservices.sharedfilelistd,"['/System/Library/CoreServices/sharedfilelistd', '--enable-legacy-services']",f97eb14ce64afc014edb83bd0d24f1fa26bce7ae5613a8175e723b500fe3af09,False,
/System/Library/LaunchDaemons/com.apple.coreservicesd.plist,com.apple.coreservicesd,"['/System/Library/CoreServices/coreservicesd']",5ef5417a64a68c97d14fd8c9dcff54620ccbb852ef96e48c5bf5df6cf53aeedf,False,
/System/Library/LaunchDaemons/com.apple.corestorage.corestoraged.plist,com.apple.corestorage.corestoraged,"['/usr/libexec/corestoraged']",b3776610b17659e667844e6a7684e70c425af58585f562f8a8086d41a997052a,False,
/System/Library/LaunchDaemons/com.apple.corestorage.corestoragehelperd.plist,com.apple.corestorage.corestoragehelperd,"['/usr/libexec/corestoragehelperd']",669adc725a3a8fb6511757e609fc9c5f9c00621613d736418b39be832ee5eb2f,False,
/System/Library/LaunchDaemons/com.apple.coresymbolicationd.plist,com.apple.coresymbolicationd,"['/System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd']",d9eb1142fec68ee8fc0931bb9fe97230481d058e0058179a6638c5d64ca7f26f,False,
/System/Library/LaunchDaemons/com.apple.CrashReporterSupportHelper.plist,com.apple.CrashReporterSupportHelper,"['/System/Library/CoreServices/CrashReporterSupportHelper', 'server-init']",dc023b52c431da09ba4a65741413f4e612e89730f9329b94a58be5344bde264c,False,
/System/Library/LaunchDaemons/com.apple.csrutil.report.plist,com.apple.csrutil.report,"['/usr/bin/csrutil', 'report']",427d32edd4d5257fad9820bd8504bc9ac8b0416e1a8ce066c10c16ab6d3b23bd,False,
/System/Library/LaunchDaemons/com.apple.ctkd.plist,com.apple.ctkd,"['/System/Library/Frameworks/CryptoTokenKit.framework/ctkd', '-s']",1eefefb7ebb56ce8f642eda690b261aa09fa9c2b1286ea2a4962cd7fd9f16956,False,
/System/Library/LaunchDaemons/com.apple.cvmsServ.plist,com.apple.cvmsServ,"['/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer']",064116685e4da7a2a7c38e3f650cdc32a7b0278d6b273c05fecd11ef00af75a6,False,
/System/Library/LaunchDaemons/com.apple.DesktopServicesHelper.plist,com.apple.DesktopServicesHelper,"['/System/Library/PrivateFrameworks/DesktopServicesPriv.framework/Resources/DesktopServicesHelper']",0c3b2d3f59b1ed40f7021caa1ced41db61d956407a52a16654f7cb51e8f44211,False,
/System/Library/LaunchDaemons/com.apple.diagnostic.uuidpathd.plist,com.apple.diagnostic.uuidpathd,"['/usr/libexec/uuidpathd']",64aa9d7f87b0b36f91dd103ff7867d6e59f7e48793e74fda279c282fa0e0efb0,False,
/System/Library/LaunchDaemons/com.apple.diagnosticd.plist,com.apple.diagnosticd,"['/usr/libexec/diagnosticd']",f83fbaaa2b27061f59d70dc71a6a3e5ff4a57be2f13b9898fd62b869e964666d,False,
/System/Library/LaunchDaemons/com.apple.diskarbitrationd.plist,com.apple.diskarbitrationd,"['/usr/libexec/diskarbitrationd']",7d422098b13b036e5cda7c7104e49fda409f18e4b4483ea4aca3cd0ba49172df,False,
/System/Library/LaunchDaemons/com.apple.diskmanagementd.plist,com.apple.diskmanagementd,"['/usr/libexec/diskmanagementd']",a9d94066d046e9aa65ab5cdeade5468c70849ebb3a9fb88ca8ffe5fdd9e4f0b4,False,
/System/Library/LaunchDaemons/com.apple.diskmanagementstartup.plist,com.apple.diskmanagementstartup,"['/usr/libexec/diskmanagementstartup']",8d41a35e3cbde7162c45e9a49bde7608c4516bdde254794d1da23a01716a315e,True,
/System/Library/LaunchDaemons/com.apple.displaypolicyd.plist,com.apple.displaypolicyd,"['/usr/libexec/displaypolicyd']",53fd267f8d3b090edc83de9b82dda314f368ee068857ee8e33fd155d2c845415,True,
/System/Library/LaunchDaemons/com.apple.distnoted.xpc.daemon.plist,com.apple.distnoted.xpc.daemon,"['/usr/sbin/distnoted', 'daemon']",cd4d8ac051c418b02bd98e36191638e5733f17521e23594bed2e579a24b3b77e,False,
/System/Library/LaunchDaemons/com.apple.dnsextd.plist,com.apple.dnsextd,"['/usr/sbin/dnsextd', '-launchd']",3f9c88f85a9c9b8c06fe2694ab782e54b886ba9b4958946a7f0f904d91656514,False,
/System/Library/LaunchDaemons/com.apple.dpaudiothru.plist,com.apple.dpaudiothru,"['/usr/libexec/dpaudiothru']",1aa55a38d9e2b2d3576009aee77321c69d80bace5319f264a3ae9c8bbb4dfe58,False,
/System/Library/LaunchDaemons/com.apple.dpd.plist,com.apple.dpd,"['/usr/libexec/dpd']",8294d9fd036ceb0365bb3770703fced22dd433c100febbc1a4ddb6a719e8d73e,False,
/System/Library/LaunchDaemons/com.apple.dspluginhelperd.plist,com.apple.dspluginhelperd,"['/usr/libexec/dspluginhelperd']",25c7361bca24e2cb561d3fc1ad63db309f83861704a5fb3e944e3980726c72fc,False,
/System/Library/LaunchDaemons/com.apple.DumpGPURestart.plist,com.apple.DumpGPURestart,"['/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/DumpGPURestart']",efa156603c492d9e270329aabfd089d68b4d3adddc75145d879c92045f88dbca,False,
/System/Library/LaunchDaemons/com.apple.DumpPanic.plist,com.apple.DumpPanic,"['/System/Library/CoreServices/DumpPanic']",cbf53abc262d011d7ef4ad567fbd880f9f69e7e44dff90be88bb471f7d2bc275,True,
/System/Library/LaunchDaemons/com.apple.dvdplayback.setregion.plist,com.apple.dvdplayback.setregion,"['/usr/bin/setregion']",86a184c4235a51dede14e5cba3bc313f096162827b88ee826ae3611399757cb6,False,
/System/Library/LaunchDaemons/com.apple.dynamic_pager.plist,com.apple.dynamic_pager,"['/sbin/dynamic_pager', '-F', '/private/var/vm/swapfile']",fe0b55fae0d5267c5e720e602fa96e46d3401814e9333c0c4741503e7a9b8c14,False,
/System/Library/LaunchDaemons/com.apple.eapolcfg_auth.plist,com.apple.eapolcfg_auth,"['/System/Library/PrivateFrameworks/EAP8021X.framework/Resources/eapolcfg_auth']",5335b841273eaaee3420ee29a3a5c662f7399d8f701960c48dfabaa69a49a87e,False,
/System/Library/LaunchDaemons/com.apple.efax.plist,com.apple.efax,"['/usr/bin/fax', 'answer']",2ac62536538d805afb108c26c8b2fe81ae2ab00700b175661ece2ec2af22a341,False,
/System/Library/LaunchDaemons/com.apple.efilogin-helper.plist,com.apple.efilogin-helper,"['/System/Library/PrivateFrameworks/EFILogin.framework/Resources/efilogin-helper']",bdfbcfb0a99a5f7a64b87e793c0289980feb6158beebd061f4a8cdfd47b98a25,False,
/System/Library/LaunchDaemons/com.apple.emlog.plist,com.apple.emlog,"['/usr/libexec/emlog.pl']",5328f0d109c2b421f0845c0d0fe0efb58734297dca5f8708dc5bda4fea57f634,False,
/System/Library/LaunchDaemons/com.apple.emond.aslmanager.plist,com.apple.emond.aslmanager,"['/usr/sbin/aslmanager', '-s', '/var/log/eventmonitor']",0cc960b8e81af9c707b3eadde2cd58cd25f75eee9e9d13743564260b7aae93f8,False,
/System/Library/LaunchDaemons/com.apple.emond.plist,com.apple.emond,"['/sbin/emond']",194e418cc6489f10b50e68f62da52b946346fdeb419f085f07aa0e9377d8039f,False,
/System/Library/LaunchDaemons/com.apple.eppc.plist,com.apple.AEServer,"['/System/Library/Frameworks/CoreServices.framework/Frameworks/AE.framework/Versions/A/Support/AEServer', '--debug']",44244e09a2b2f6f5e298719c08570211cea022f975a7f2e8900df41643f52012,False,
/System/Library/LaunchDaemons/com.apple.familycontrols.plist,com.apple.familycontrols,"['/System/Library/PrivateFrameworks/FamilyControls.framework/Resources/parentalcontrolsd']",54c666480aed445003bfb6767a5264d7b61047d9c89ad2fe84b13d3c4d5349d5,False,
/System/Library/LaunchDaemons/com.apple.FileCoordination.plist,com.apple.FileCoordination,"['/usr/sbin/filecoordinationd']",4f7b2e113c093392944863a1ca2de032f6ac43cca40137877baf92dc434df1eb,False,
/System/Library/LaunchDaemons/com.apple.FileSyncAgent.sshd.plist,com.apple.FileSyncAgent.sshd,"['/System/Library/CoreServices/FileSyncAgent.app/Contents/Resources/FileSyncAgent_sshd-keygen-wrapper', '-i', '-f', '/System/Library/CoreServices/FileSyncAgent.app/Contents/Resources/FileSyncAgent_sshd_config']",d24e7e74b9b82c2e0ac6ac47e1f29248d81246d7b58ae4efaf84f34d1a74ef93,False,
/System/Library/LaunchDaemons/com.apple.findmymac.plist,com.apple.findmymacd,"['/System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd']",0d29a187da15d0b06899e696af28f705fd4e85b9fea17928ec5aa70c995066b2,False,
/System/Library/LaunchDaemons/com.apple.findmymacmessenger.plist,com.apple.findmymacmessenger,"['/System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacMessenger.app/Contents/MacOS/FindMyMacMessenger']",dfab96f82fd0b7c27876f6ef598f83fc8cacc252821712618c7841c9c7fe468f,False,
/System/Library/LaunchDaemons/com.apple.firmwaresyncd.plist,com.apple.firmwaresyncd,"['/usr/libexec/firmwaresyncd']",d0e9d3fd0b08d12f17d45f8384be14e6ab76593eb40490297bb0d49671f61037,True,
/System/Library/LaunchDaemons/com.apple.fontd.plist,com.apple.fontd,"['/System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd']",ad981c152635554225f9de818e4bad5aa563fc0cec4ee78193e3c99a7c225bc9,False,
/System/Library/LaunchDaemons/com.apple.fontmover.plist,com.apple.fontmover,"['/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontmover', '-d']",45a5edbf9c0b1411a13eeedf4d4c067b23c140086b917dbfaab8e58b4243e861,False,
/System/Library/LaunchDaemons/com.apple.FontWorker.plist,com.apple.FontWorker,"['/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker']",efa01df0e9fb04d45f32142447a1f68f6b53e58a47ba0998f468180fc809ad5e,False,
/System/Library/LaunchDaemons/com.apple.fseventsd.plist,com.apple.fseventsd,"['/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd']",79bfd8f34542aefd860b21f4fe8645299a0f01b9b4b16558e54c23e5b952f086,False,
/System/Library/LaunchDaemons/com.apple.ftp-proxy.plist,com.apple.ftp-proxy,"['/usr/libexec/ftp-proxy']",de5f7986646c213543d65dd535ca54a89d464876077034f45160a095050f8f90,False,
/System/Library/LaunchDaemons/com.apple.GameController.gamecontrollerd.plist,com.apple.GameController.gamecontrollerd,"['/usr/libexec/gamecontrollerd']",edbb7239e048aa2cd9ce5f31c26f09ca8de7dcfd2526136128ee4b27686302e3,False,
/System/Library/LaunchDaemons/com.apple.getty.plist,com.apple.getty,"['/usr/libexec/getty', 'std.9600', 'console']",885afd28fa1bbd68ee27bc9983b412b443021c7b4297386706e1a49cc297d1ce,False,
/System/Library/LaunchDaemons/com.apple.gkreport.plist,com.apple.gkreport,"['/usr/libexec/gkreport']",67d87aca1bb268cbb4578f637f0c2ceec3cc1d6cc259eb7584bec0eac2fb34c7,False,
/System/Library/LaunchDaemons/com.apple.GSSCred.plist,com.apple.GSSCred,"['/System/Library/Frameworks/GSS.framework/Helpers/com.apple.GSSCred']",ad0f1d1f6d98f9e7320dec7d49a725d288a1e7aa752ee0147bae9a30cfd7cb68,False,
/System/Library/LaunchDaemons/com.apple.gssd.plist,com.apple.gssd,"['/usr/sbin/gssd']",36cc87f599fafd8e202d819cc0eeca5c140ee38a1a600e69624ba2a00018fcf1,False,
/System/Library/LaunchDaemons/com.apple.hdiejectd.plist,com.apple.hdiejectd,"['/System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd']",9837c0e92de00c8dfe221c97eebe4ed642844fe350763f5fc2d036ca2aaba017,False,
/System/Library/LaunchDaemons/com.apple.hidd.plist,com.apple.hidd,"['/usr/libexec/hidd']",91fa103c7ff732206ea7d8ab1cca5efceee7de21808c4a8fd60370e75e11a500,False,
/System/Library/LaunchDaemons/com.apple.icloud.findmydeviced.plist,com.apple.icloud.findmydeviced,"['/usr/libexec/findmydeviced']",eeef03f698d14e2b7317e577f9a4ef65280bddc53d515a495505f58581ff9058,False,
/System/Library/LaunchDaemons/com.apple.iconservices.iconservicesagent.plist,com.apple.iconservices.iconservicesagent,"['/System/Library/CoreServices/iconservicesagent']",3d34e9c0ae870a64ab4c125f390c8cb06319a5ab32892cedc9e989e9c1a88e7e,True,
/System/Library/LaunchDaemons/com.apple.iconservices.iconservicesd.plist,com.apple.iconservices.iconservicesd,"['/System/Library/CoreServices/iconservicesd']",f6d8f438269e769ccb7d09533078eea4d6d662ec6d8de67c9ecf537050e411c5,True,
/System/Library/LaunchDaemons/com.apple.IFCStart.plist,com.apple.IFCStart,"['/usr/libexec/ifcstart']",4c7c871770303a7089d40c1480e07357f76f5756f9e65a0ae43502cdca38dd4b,True,
/System/Library/LaunchDaemons/com.apple.ifdreader.plist,com.apple.ifdreader,"['/System/Library/CryptoTokenKit/com.apple.ifdreader.slotd/Contents/MacOS/com.apple.ifdreader']",81b2a0d4265bcb486a9a71e0975d8e70f35e84ab8b05f71162aa0a58ffd6f177,False,
/System/Library/LaunchDaemons/com.apple.installandsetup.systemmigrationd.plist,com.apple.installandsetup.systemmigrationd,"['/System/Library/PrivateFrameworks/SystemMigration.framework/Resources/systemmigrationd']",9bc779cb6fbe18a2c0bac6b2ea7d554533ad9e86661706bc85430fa50dd2a847,False,
/System/Library/LaunchDaemons/com.apple.installd.plist,com.apple.installd,"['/System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd']",2f77472bb65211af39ce134b58e658d20d3c6be47f2e7c58b4379dbfd5afdc84,False,
/System/Library/LaunchDaemons/com.apple.IOAccelMemoryInfoCollector.plist,com.apple.IOAccelMemoryInfoCollector,"['/usr/libexec/IOAccelMemoryInfoCollector']",2766758db975dc0cc44e7888d87ec86d1fcc415da3be243d45afbca3d88b9837,False,
/System/Library/LaunchDaemons/com.apple.IOBluetoothUSBDFU.plist,com.apple.IOBluetoothUSBDFU,"['/System/Library/Extensions/IOBluetoothFamily.kext/Contents/PlugIns/IOBluetoothUSBDFU.kext/Contents/Resources/IOBluetoothUSBDFUTool']",1d3f5aa86cd2e9c77c02fa77b0c48f700f213e212aa24442d4000197223a3a1e,False,
/System/Library/LaunchDaemons/com.apple.kcproxy.plist,com.apple.kcproxy,"['/usr/libexec/kcproxy']",dfe1f9e68ffaff049f60bb967b4c32a6461b6ceda834e91dac31a913e92dd59e,False,
/System/Library/LaunchDaemons/com.apple.kdumpd.plist,com.apple.kdumpd,"['/usr/libexec/kdumpd', '/PanicDumps']",06a0e32e932425e82b413e564dc218fe5bffffbc14acb72e155e21a805634a05,False,
/System/Library/LaunchDaemons/com.apple.Kerberos.digest-service.plist,com.apple.Kerberos.digest-service,"['/System/Library/PrivateFrameworks/Heimdal.framework/Helpers/digest-service']",20a343b40a169a6eaa0c2cc19ffe91749f511e701fad86b8ecc4a0b82baa0cc7,False,
/System/Library/LaunchDaemons/com.apple.Kerberos.kadmind.plist,com.apple.Kerberos.kadmind,"['/System/Library/PrivateFrameworks/Heimdal.framework/Helpers/kadmind']",b88d5ee34747cb2afd3cb9b4ac213682be74600c7e994a6b94f860116784109c,False,
/System/Library/LaunchDaemons/com.apple.Kerberos.kcm.plist,com.apple.Kerberos.kcm,"['/System/Library/PrivateFrameworks/Heimdal.framework/Helpers/kcm', '--launchd']",5edfa5393097d09daa469c60361df048fb87c0d7f03160d863d4e122b5f53a8a,False,
